0123.hk,YUEXIU PROPERTY COMPANY LIMITED,385954000,388064000,387672000,385278000,385278000,383708000,384362000,383600000,383228000,382534000,382534000,382534000,383986000,386444000,387684000,384890000,382714000,382714000,382714000,383892000,382790000,381356000,380986000,380436000,380436000,380436000,380786000,380644000,375030000,374186000,375252000,375252000,375252000,376334000,375518000,375352000,373828000,359916000
0135.hk,KUNLUN ENERGY COMPANY LIMITED,36228000,36838000,36674000,36880000,36880000,36982000,36950000,37362000,37656000,37970000,37970000,37970000,38132000,38166000,38278000,38352000,38216000,38216000,38216000,37324000,37484000,37388000,37554000,37516000,37516000,37516000,38022000,37950000,36142000,36360000,35888000,35888000,35888000,36010000,36210000,35516000,30896000,31354000
0136.hk,HENGTEN NETWORKS GROUP LIMITED,3832880000,3898284000,3904552000,3940032000,3940032000,3920452000,3966352000,4004484000,4125772000,4170580000,4170580000,4170580000,4240572000,4246548000,4232476000,4226672000,4185064000,4185064000,4185064000,4127968000,4129052000,4134392000,4123932000,4137468000,4137468000,4137468000,4136248000,4169184000,4235252000,4223308000,4232116000,4232116000,4232116000,4231592000,4233456000,4251792000,4285144000,4338392000
0142.hk,FIRST PACIFIC CO,1094000,1150000,1108000,1116000,1116000,1112000,1112000,1126000,1126000,1144000,1144000,1144000,1148000,1158000,1142000,1146000,1146000,1146000,1146000,1150000,1150000,1150000,1150000,1150000,1150000,1150000,1158000,1158000,1160000,1152000,1164000,1164000,1164000,1162000,1174000,1162000,1162000,1166000
0144.hk,CHINA MERCHANTS PORT HOLDINGS COMPANY LIMITED,9214797,9224797,9104797,9110797,9110797,9094797,9110797,8772797,8552797,8554789,8554789,8554789,8560789,8528789,8528789,8576789,8547685,8547685,8547685,8525161,8527161,8513161,8559161,8559161,8559161,8559161,8565161,8623161,8735161,8673342,8617342,8617342,8617342,9045342,9147342,9117342,9083342,9163342
0148.hk,KINGBOARD CHEMICAL HOLDINGS LIMITED,14253551,14246051,14250051,14254551,14254551,14258051,14247551,14053551,14001051,14388051,14388051,14388051,14458051,14496551,14481051,14486551,14443051,14443051,14443051,14396051,14421551,14437051,14428051,14435551,14435551,14435551,14623051,14516051,14486051,14321551,14455051,14455051,14455051,14487051,14665551,14825051,14776051,14771551
0151.hk,WANT WANT CHINA HOLDINGS LIMITED,33262446,34498446,37821446,38473446,38473446,40891446,41080446,43073446,43036446,43102446,43102446,43102446,46305446,47839446,47849446,48269446,46102446,46102446,46102446,46044446,47437446,47315446,45555446,43078446,43078446,43078446,42146446,42509446,42570446,41070446,41090446,41090446,41090446,41161446,39343446,38913446,27360446,27195446
0152.hk,SHENZHEN INTERNATIONAL HOLDINGS LIMITED,36085724,36843224,37751224,37629724,37629724,37447724,37459724,37784224,38117724,38553224,38553224,38553224,39084724,38650224,39154724,38756224,38778224,38778224,38778224,38532224,38438724,38445224,37754724,37927224,37927224,37927224,38084724,38170224,38904724,38831724,38929224,38929224,38929224,38352224,38583724,38653724,38567224,38849224
0163.hk,EMPEROR INTERNATIONAL HOLDINGS LIMITED,3596000,3658000,3710000,3710000,3710000,3722000,3768000,3846000,3930000,3914000,3914000,3914000,3920000,3822000,3880000,3914000,3928000,3928000,3928000,3934000,3908000,3888000,3954000,3972000,3972000,3972000,3992000,4062000,4220000,4280000,4432000,4432000,4432000,4430000,4378000,4422000,4490000,4520000
0165.hk,CHINA EVERBRIGHT LIMITED,100628068,100240068,99958068,99796068,99796068,99796068,99630068,99872068,100462068,100464068,100464068,100464068,100834068,101120068,101520068,102130068,102789743,102789743,102789743,103309955,103769955,103735955,103737955,103935955,103935955,103935955,104609955,104153955,102951955,102201955,101415955,101415955,101415955,101607955,100819955,100931955,100875955,100045955
0168.hk,TSINGTAO BREWERY COMPANY LIMITED,56320100,56346100,56362100,56376100,56376100,56534100,56892100,56916100,57750100,58192100,58192100,58192100,58404100,58350100,58772100,58982100,59212798,59212798,59212798,59760798,59836798,60252798,60574798,60602798,60602798,60602798,60642798,60662798,60024798,60102798,60078798,60078798,60078798,60080798,59964798,59932798,59908798,59920798
0173.hk,K,42083049,42996049,43293049,43493527,43493527,43330527,43771527,43860527,41958527,41848527,41848527,41848527,41365527,41563527,42100527,42874527,42931527,42931527,42931527,43532527,44171527,43834527,43353527,43108527,43108527,43108527,43100527,43308527,43404527,43325527,43144527,43144527,43144527,43197527,42906527,43724527,44619527,44388641
0175.hk,GEELY AUTOMOBILE HOLDINGS LIMITED,819468967,816039967,814740967,806696967,806696967,803877967,802737967,798625334,796404358,795226358,795226358,795226358,794507358,789996358,788989358,786990358,784941358,784941358,784941358,783540773,781635773,785592773,787989773,790064773,790064773,790064773,791491773,795496773,796404773,794761773,795031773,795031773,795031773,796887773,797110773,796720773,795337773,793806773
0177.hk,JIANGSU EXPRESSWAY COMPANY LIMITED,7000000,7046000,7010000,7008000,7008000,7018000,7018000,6936000,6936000,6944000,6944000,6944000,6908000,6924000,6912000,6650000,6136818,6136818,6136818,6118818,6120818,6120818,6114818,6140818,6140818,6140818,6122818,6126818,5752818,5716818,5750818,5750818,5750818,5744818,5744818,5964818,6264818,6280818
0178.hk,SA SA INTERNATIONAL HOLDINGS LIMITED,14709748,14723748,14769748,14699748,14699748,14699748,14703748,14765748,14767748,14953748,14953748,14953748,15327748,15353748,15355748,15177748,15177748,15177748,15177748,15151748,14911748,14909748,14891748,14733748,14733748,14733748,14709748,14669748,14749748,14871748,14863748,14863748,14863748,14839748,14823748,14793748,14773748,14753748
0179.hk,JOHNSON ELECTRIC HOLDINGS LIMITED,449500,434000,444500,444000,444000,435000,443000,437500,425500,434000,434000,434000,377500,381000,381000,381000,314500,314500,314500,311500,305000,302500,302000,303500,303500,303500,308000,293500,174500,243500,243500,243500,243500,245000,254000,245000,251500,251500
0187.hk,BEIJING JINGCHENG MACHINERY ELECTRIC COMPANY LIMITED,21272000,20972000,20972000,20874000,20874000,20874000,20874000,20874000,20874000,20874000,20874000,20874000,20874000,20874000,20874000,20874000,20874000,20874000,20874000,20872000,20854000,20854000,20790000,20790000,20790000,20790000,20788000,20788000,20788000,20788000,20766000,20766000,20766000,20766000,20764000,20740000,20738000,20738000
0198.hk,SMI HOLDINGS GROUP LIMITED,100174400,100278400,100294400,100490400,100490400,101066400,101114400,101138400,101674400,101674400,101674400,101674400,101778400,102022400,102050400,102106400,102358400,102358400,102358400,102314400,102270400,102266400,102274400,102274400,102274400,102274400,102306400,102198400,102078400,101922400,101518400,101518400,101518400,101414400,101206400,101226400,101322400,101278400
0200.hk,MELCO INTERNATIONAL DEVELOPMENT LIMITED,22666000,22637000,22140000,22375000,22375000,23017000,23608000,24362000,24395000,24257000,24257000,24257000,24111000,23729000,23491000,23526000,23497000,23497000,23497000,23895000,24055000,24125000,24522000,25198000,25198000,25198000,25785000,25565000,26348000,26246000,26262000,26262000,26262000,26262000,26487000,26934000,26872000,26765000
0207.hk,JOY CITY PROPERTY LIMITED,24298000,24298000,24298000,24298000,24298000,24298000,24298000,24298000,24298000,24298000,24298000,24298000,24190000,23924000,23816000,23696000,23696000,23696000,23696000,23696000,23696000,23696000,23696000,23696000,23696000,23696000,23696000,23696000,23696000,23696000,19718000,19718000,19718000,19718000,19718000,19718000,19718000,19618000
0215.hk,HUTCHISON TELECOMMUNICATIONS HONG KONG HOLDINGS LIMITED,73836000,73752000,73788000,73792000,73792000,73790000,73754000,73838000,73900000,73912000,73912000,73912000,73910000,73980000,74130000,74088000,74094000,74094000,74094000,74256000,74486000,74612000,75366000,75338000,75338000,75338000,75372000,75370000,75660000,75522000,75730000,75730000,75730000,75642000,75470000,75490000,75510000,75682000
0220.hk,UNI-PRESIDENT CHINA HOLDINGS LTD,56540489,56582489,56664489,56771489,56771489,57471489,57443489,57183489,54379489,53981489,53981489,53981489,53210489,53196489,52702489,53033489,51857489,51857489,51857489,53244489,53269489,53342489,53557489,54735489,54735489,54735489,48409489,45054489,43560489,40606489,36408489,36408489,36408489,36534489,32242489,28890489,28944489,28142489
0241.hk,ALIBABA HEALTH INFORMATION TECHNOLOGY LIMITED,244194000,248316000,249298000,250350000,250350000,249474000,250538000,253262000,254752000,254312000,254312000,254312000,254864000,256154000,258542000,260222000,262286000,262286000,262286000,262748000,262636000,263228000,263072000,264000000,264000000,264000000,268440000,269866000,270180000,270994000,273718000,273718000,273718000,277434000,276720000,276914000,277142000,276864000
0242.hk,SHUN TAK HOLDINGS LIMITED,242100000,241878000,242272000,242356000,242356000,241594000,241462000,241544000,240852000,241044000,241044000,241044000,240934000,240826000,240512000,240144000,239768000,239768000,239768000,239540000,238856000,237322000,236488000,235522000,235522000,235522000,233708000,234104000,234200000,234330000,234440000,234440000,234440000,234598000,234270000,233138000,232752000,233076000
0245.hk,CHINA MINSHENG FINANCIAL HOLDING CORPORATION LIMITED,48800000,48090000,48090000,48090000,48090000,48090000,48090000,48090000,48090000,48090000,48090000,48090000,48090000,48040000,48040000,48040000,48040000,48040000,48040000,48020000,48020000,47920000,47910000,47900000,47900000,47900000,47900000,47900000,47900000,47900000,47860000,47860000,47860000,47860000,47860000,47860000,47860000,47860000
0256.hk,CITYCHAMP WATCH & JEWELLERY GROUP LIMITED,236104000,235788000,237594000,238072000,238072000,238230000,238256000,239750000,240988000,242586000,242586000,242586000,243174000,243416000,244224000,244844000,244396000,244396000,244396000,243926000,244716000,244358000,244076000,243888000,243888000,243888000,243898000,243614000,243620000,243624000,244432000,244432000,244432000,244380000,244282000,244200000,244592000,244594000
0257.hk,CHINA EVERBRIGHT INTERNATIONAL LIMITED,143376827,141946827,143169827,144300827,144300827,149824827,150659827,144800827,143471827,139124827,139124827,139124827,139439827,137814827,138044827,137254827,133829827,133829827,133829827,132993827,131726827,131252827,130883827,130720827,130720827,130720827,130596827,130134827,130596827,130729827,130708827,130708827,130708827,130801827,128760827,129346827,129416827,129354827
0267.hk,CITIC LIMITED,25289533,25655533,25924533,26222533,26222533,26609533,26814533,26914533,27406533,26970533,26970533,26970533,26950533,26925533,26778533,26781533,26900533,26900533,26900533,28203533,28878533,29067533,28952533,29149533,29149533,29149533,30553533,34318533,38281533,39399533,39690533,39690533,39690533,39668533,39810533,43329533,45133533,46828533
0268.hk,KINGDEE INTERNATIONAL SOFTWARE GROUP COMPANY LIMITED,179845205,187203205,196739205,200841205,200841205,202715205,207075205,210267205,216057205,218429205,218429205,218429205,218739205,218965205,215757205,215113205,216287205,216287205,216287205,218761205,220507205,218873205,219501205,219245205,219245205,219245205,217245205,217451205,210375205,207337205,203923205,203923205,203923205,205103205,207655205,206599205,201049205,199129205
0270.hk,GUANGDONG INVESTMENT LIMITED,13181077,13169077,13241077,13253077,13253077,13311077,13307077,13311077,13301077,13317077,13317077,13317077,13311077,13327077,13307077,13333077,13312176,13312176,13312176,11294587,11300587,11312587,11276587,11228587,11228587,11228587,11222587,11228587,11240587,11224587,11230587,11230587,11230587,11232587,11210587,11136587,10986587,10980587
0272.hk,SHUI ON LAND LIMITED,557935596,558569096,558811596,558971096,558971096,561729596,563070096,566910596,567582096,567248096,567248096,567248096,571043096,577090596,579564096,580253096,580246596,580246596,580246596,582376096,575633596,578275596,578608596,578229096,578229096,578229096,579037596,582750096,586190596,589378596,591509096,591509096,591509096,596204596,599669096,602048096,603565096,610309596
0279.hk,FREEMAN FINTECH CORPORATION LIMITED,113660000,113700000,113900000,113800000,113800000,113860000,113860000,113840000,113920000,113920000,113920000,113920000,114140000,113880000,113920000,113860000,113780000,113780000,113780000,115640000,115980000,115820000,115920000,115920000,115920000,115920000,115980000,115900000,115940000,115940000,115980000,115980000,115980000,115980000,115980000,115940000,115940000,116000000
0285.hk,BYD ELECTRONIC (INTERNATIONAL) COMPANY LIMITED,123471500,123880500,123878000,124514500,124514500,125239500,125641500,126066500,127148500,128045000,128045000,128045000,125484000,122951000,121482000,122206000,118477500,118477500,118477500,119708500,118161500,120488500,123631000,124525000,124525000,124525000,125060500,127489500,130447000,132350000,135106500,135106500,135106500,136176500,137443000,137490000,136678000,136400000
0288.hk,WH GROUP LIMITED,124835000,124864500,125029500,125113500,125113500,126601500,126071500,124095000,124276500,123109500,123109500,123109500,123125000,123321500,122970500,122746000,123137000,123137000,123137000,126223000,126799500,127365500,119154000,113735500,113735500,113735500,120852500,120885500,120953000,120623500,120746500,120746500,120746500,120525000,123677500,124254500,124888500,126140000
0291.hk,CHINA RESOURCES BEER (HOLDINGS) COMPANY LIMITED,91613333,92965333,93019333,93003333,93003333,93025333,93503333,93269333,94571333,95903333,95903333,95903333,95761333,96319333,96303333,96713333,96725333,96725333,96725333,94973333,94423333,93523333,94513333,94787333,94787333,94787333,96475333,99049333,99707333,101251333,103239333,103239333,103239333,104665333,105589333,106057333,107319333,108197333
0293.hk,CATHAY PACIFIC AIRWAYS LTD,10328000,10132000,10136000,9990000,9990000,9781000,10373000,10330000,9874000,9829000,9829000,9829000,9392000,9558000,9559000,9549000,9451000,9451000,9451000,9043000,9067000,8605000,8607000,8606000,8606000,8606000,8007000,7698000,7433000,7487000,7501000,7501000,7501000,4854000,4890000,4903000,4960000,5009000
0295.hk,KONG SUN HOLDINGS LIMITED,17475000,19575000,20600000,23775000,23775000,24050000,24725000,24575000,24475000,24875000,24875000,24875000,27775000,27950000,29200000,29875000,30025000,30025000,30025000,31275000,32150000,32425000,32125000,31800000,31800000,31800000,31600000,31600000,34600000,34500000,35325000,35325000,35325000,35975000,38900000,37925000,39900000,42375000
0297.hk,SINOFERT HOLDINGS LIMITED,415175000,407095000,404131000,395603000,395603000,393499000,379018000,376174000,376034000,373722000,373722000,373722000,365536000,368476000,370046000,370606000,369994000,369994000,369994000,356596000,357762000,356910000,361442000,361596000,361596000,361596000,363852000,369028000,366022000,363062000,366966000,366966000,366966000,368688000,374822000,374934000,377514000,378442000
0300.hk,SHENJI GROUP KUNMING MACHINE TOOL COMPANY LIMITED,15684000,15684000,15684000,15684000,15684000,15684000,15684000,15684000,15684000,15684000,15684000,15684000,15684000,15684000,15684000,15684000,15684000,15684000,15684000,15684000,15684000,15684000,15684000,15684000,15684000,15684000,15684000,15684000,15684000,15684000,15684000,15684000,15684000,15684000,15684000,15684000,15684000,15684000
0303.hk,VTECH HOLDINGS LIMITED,544600,547700,547700,517700,517700,517000,524200,519200,513100,509900,509900,509900,488700,488800,488800,488800,488700,488700,488700,489700,493000,493800,492300,492300,492300,492300,492500,486800,486800,484200,484300,484300,484300,484200,484200,433000,316500,305100
0308.hk,CHINA TRAVEL INTERNATIONAL INVESTMENT HONG KONG LIMITED,156876200,156706200,156556200,156458200,156458200,156244200,155626200,155438200,154860200,154562200,154562200,154562200,153978200,153368200,152300200,151664200,151594200,151594200,151594200,151692200,150178200,148460200,147812200,142658200,142658200,142658200,136508200,136232200,136414200,136456200,136110200,136110200,136110200,135636200,135742200,135944200,135450200,133996200
0315.hk,SMARTONE TELECOMMUNICATIONS HOLDINGS LIMITED,3789034,3807534,3799034,3792534,3792534,3762534,3685534,3654034,3596034,3218034,3218034,3218034,3178034,3178034,3225534,3225534,3252534,3252534,3252534,3261534,3266534,3242534,3226534,3246534,3246534,3246534,3147534,3109034,2861034,2861034,2115534,2115534,2115534,2022034,1843534,1838534,1841534,1702034
0316.hk,ORIENT OVERSEAS (INTERNATIONAL) LIMITED,10879500,10878500,10879500,10799500,10799500,10799000,10701500,10703000,10189500,9450000,9450000,9450000,9241500,9246500,9089500,9017500,8418000,8418000,8418000,8285000,8066500,8066000,8065500,8031000,8031000,8031000,8042000,8012000,8008000,7987000,7988000,7988000,7988000,7976000,7949500,7948500,7864500,7854500
